master_id,nome_propriedade,tipo,endereco_propriedade,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone_propriedade,website_propriedade,email_propriedade,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia,nome_contato,cargo_contato,email_contato,telefone_contato,nome_empresa,tipo_negocio,agente_registrado,data_fundacao,telefone_final,email_final,website_final,tier_qualidade
1437ac26-4c9e-4e1d-87d6-1c7c1a27c09a,Homestead Mobile Home Park,rv_park,"2667 Milmar Ct, Columbus, IN 47203, USA",Columbus,IN,47203,Bartholomew County,39.2435302,-85.8942565,OPERATIONAL,3.9,112,(812) 372-5544,https://www.facebook.com/pages/Homestead-Mobile-Home-Park/120059064677467,,Homestead Mobile Home Park,business,"2667 Milmar Ct, Columbus, IN 47203, USA",Columbus,IN,47203,,,,,,,,,(812) 372-5544,,https://www.facebook.com/pages/Homestead-Mobile-Home-Park/120059064677467,A
466cbd1b-e82d-413d-badb-f5a186edf953,Moose Park Campground,campground,"286 County Rd 300 E, Columbus, IN 47203, USA",Columbus,IN,47203,Bartholomew County,39.2009802,-85.8585506,OPERATIONAL,4.0,21,(812) 372-1257,https://rvcampgroundhq.com/campground/indiana/moose-park-campground/,,Moose Park Campground,business,"286 County Rd 300 E, Columbus, IN 47203, USA",Columbus,IN,47203,,,,,,,,,(812) 372-1257,,https://rvcampgroundhq.com/campground/indiana/moose-park-campground/,A
49df4cd1-a141-4ba1-8a36-2e3c8d28cab8,Tannehill Pointe Mobile Home Park,rv_park,"3871 Mill Pl, Columbus, IN 47201, USA",Columbus,IN,47201,Bartholomew County,39.2976432,-85.9699234,OPERATIONAL,3.7,118,(812) 526-6064,https://yougotithomes.com/community/tannehill-pointe/,,Tannehill Pointe Mobile Home Park,business,"3871 Mill Pl, Columbus, IN 47201, USA",Columbus,IN,47201,,,,,,,,,(812) 526-6064,,https://yougotithomes.com/community/tannehill-pointe/,A
64174df8-2f64-4117-b603-d2baed9ce64d,Woods-N-Waters Kampground,rv_park,"8855 S 300 W, Columbus, IN 47201, USA",Columbus,IN,47201,Bartholomew County,39.1202937,-85.9664304,OPERATIONAL,4.2,260,(812) 342-1619,https://www.woods-n-waters.com/,,Woods-N-Waters Kampground,business,"8855 S 300 W, Columbus, IN 47201, USA",Columbus,IN,47201,,,,,,,,,(812) 342-1619,,https://www.woods-n-waters.com/,A
1375469f-b69f-4dbf-9bfa-159f32a1a640,Bear Creek Camp,campground,"7417 County Rd 720 S, Connersville, IN 47331, USA",Connersville,IN,47331,Fayette County,39.5396948,-85.1446954,OPERATIONAL,4.8,46,(513) 317-3941,https://camping.churchofjesuschrist.org/,,Bear Creek Camp,business,"7417 County Rd 720 S, Connersville, IN 47331, USA",Connersville,IN,47331,,,,,,,,,(513) 317-3941,,https://camping.churchofjesuschrist.org/,A
c90d3fc7-5f93-4c4a-af23-52c7d54d8014,Elephant Hill Mobile Home Park,rv_park,"1000 W 21st St # 93, Connersville, IN 47331, USA",Connersville,IN,47331,Fayette County,39.6578788,-85.1492309,OPERATIONAL,3.2,155,(765) 377-7329,,,Elephant Hill Mobile Home Park,business,"1000 W 21st St # 93, Connersville, IN 47331, USA",Connersville,IN,47331,,,,,,,,,(765) 377-7329,,,A
51888e24-391d-4c65-9b1b-e2b21b0a0706,Robinson's Whitewater River Campground,campground,"1614 IN-121, Connersville, IN 47331, USA",Connersville,IN,47331,Fayette County,39.6187025,-85.1470177,OPERATIONAL,4.3,290,(765) 825-4885,,,Robinson's Whitewater River Campground,business,"1614 IN-121, Connersville, IN 47331, USA",Connersville,IN,47331,,,,,,,,,(765) 825-4885,,,A
12c646bf-2adc-4e87-beee-11a675604c2a,Grand Trails RV Park,campground,"205 S Mulberry St, Corydon, IN 47112, USA",Corydon,IN,47112,Harrison County,38.2088806,-86.1245685,OPERATIONAL,3.8,88,(812) 738-9077,,,Grand Trails RV Park,business,"205 S Mulberry St, Corydon, IN 47112, USA",Corydon,IN,47112,,,,,,,,,(812) 738-9077,,,A
6276e9ac-7179-47ed-b19d-bad02dcdebcb,O'Bannon Woods State Park,campground,"7234 Old Forest Rd, Corydon, IN 47112, USA",Corydon,IN,47112,Harrison County,38.1865152,-86.2963131,OPERATIONAL,4.6,1021,(812) 738-8232,http://on.in.gov/obannonwoodssp,,O'Bannon Woods State Park,business,"7234 Old Forest Rd, Corydon, IN 47112, USA",Corydon,IN,47112,,,,,,,,,(812) 738-8232,,http://on.in.gov/obannonwoodssp,A
3238913c-96e5-4f66-b635-5125bb3b5ae2,Seven Oaks Pointe Mobile Home Park,rv_park,"1055 Old Forest Rd NW, Corydon, IN 47112, USA",Corydon,IN,47112,Harrison County,38.2187120,-86.1459430,OPERATIONAL,3.7,11,(812) 366-3110,https://yougotithomes.com/seven-oaks-pointe/,,Seven Oaks Pointe Mobile Home Park,business,"1055 Old Forest Rd NW, Corydon, IN 47112, USA",Corydon,IN,47112,,,,,,,,,(812) 366-3110,,https://yougotithomes.com/seven-oaks-pointe/,A
3848e501-8001-475a-b725-79ae5125c83a,Covington City Park,campground,"1 City Park Dr, Covington, IN 47932, USA",Covington,IN,47932,Fountain County,40.1479889,-87.3980343,OPERATIONAL,4.7,381,(765) 793-3423,http://facebook.com/covingtoncitypark,,Covington City Park,business,"1 City Park Dr, Covington, IN 47932, USA",Covington,IN,47932,,,,,,,,,(765) 793-3423,,http://facebook.com/covingtoncitypark,A
da488a17-e69b-4ae2-85ee-09e68faf0a7d,Cottonwood Village Mobile Home,rv_park,"671 N 225 W, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,Montgomery County,40.0499877,-86.9493331,OPERATIONAL,3.4,74,,,,Cottonwood Village Mobile Home,business,"671 N 225 W, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,,,,,,,,,,,,B
f69e3adc-0fa0-4d6d-a4b2-79a4df9943a2,Crawfordsville KOA Journey,rv_park,"1600 Lafayette Rd, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,Montgomery County,40.0618659,-86.9071083,OPERATIONAL,4.1,468,(800) 562-4191,https://koa.com/campgrounds/crawfordsville/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,Crawfordsville KOA Journey,business,"1600 Lafayette Rd, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,,,,,,,,,(800) 562-4191,,https://koa.com/campgrounds/crawfordsville/?utm_source=google&utm_medium=organic&utm_campaign=gbp,A
f7376c57-b7fe-433b-8472-2a86f7fbf7b3,Imperial Estates,rv_park,"101 Mercedes Dr, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,Montgomery County,40.0228980,-86.8908980,OPERATIONAL,3.5,95,(765) 362-0519,http://www.parkbridgehomes.com/communities/imperial-estates,,Imperial Estates,business,"101 Mercedes Dr, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,,,,,,,,,(765) 362-0519,,http://www.parkbridgehomes.com/communities/imperial-estates,A
2057b706-192f-436f-a7d5-3547f795fd88,Sugar Creek Campground & Canoe Rentals,campground,"841 W 83 N, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,Montgomery County,40.0512620,-86.9182590,OPERATIONAL,4.5,525,(765) 362-5528,http://www.sugarcreekcampground.com/,,Sugar Creek Campground & Canoe Rentals,business,"841 W 83 N, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,,,,,,,,,(765) 362-5528,,http://www.sugarcreekcampground.com/,A
b308c94b-559a-488f-b535-a6202dbb1edb,Sugar Creek Mobile Home Park,rv_park,"1100 Lafayette Rd, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,Montgomery County,40.0547561,-86.9031372,OPERATIONAL,3.7,15,,,,Sugar Creek Mobile Home Park,business,"1100 Lafayette Rd, Crawfordsville, IN 47933, USA",Crawfordsville,IN,47933,,,,,,,,,,,,B
a9cac76e-49c2-4666-801b-ffaf04b51197,Island Grove Manufactured Home Community,rv_park,"9151 N 1200 W, De Motte, IN 46310, USA",De Motte,IN,46310,Jasper County,41.1488660,-87.2739345,OPERATIONAL,3.9,90,(219) 345-4426,https://www.bayshorehomesales.com/communities/islandGrove?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB,,Island Grove Manufactured Home Community,business,"9151 N 1200 W, De Motte, IN 46310, USA",De Motte,IN,46310,,,,,,,,,(219) 345-4426,,https://www.bayshorehomesales.com/communities/islandGrove?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB,A
92316418-1fbd-4191-a0f8-823662515c80,Lake Holiday,campground,"11780 IN-10, De Motte, IN 46310, USA",De Motte,IN,46310,Jasper County,41.1504418,-87.2700666,OPERATIONAL,3.9,309,(219) 345-3132,http://www.lakeholidaycamp.com,,Lake Holiday,business,"11780 IN-10, De Motte, IN 46310, USA",De Motte,IN,46310,,,,,,,,,(219) 345-3132,,http://www.lakeholidaycamp.com,A
de3e4acc-b040-44e7-af91-b250ede1276d,Love's RV Stop,rv_park,"11207 West Dr #10, De Motte, IN 46310, USA",De Motte,IN,46310,Jasper County,41.1440680,-87.2575409,OPERATIONAL,4.4,88,(219) 987-2202,https://www.camplife.com/campground/Love%2527s+RV+Stop-Demotte+IN+394?utm_source=google&utm_medium=organic&utm_campaign=maps,,Love's RV Stop,business,"11207 West Dr #10, De Motte, IN 46310, USA",De Motte,IN,46310,,,,,,,,,(219) 987-2202,,https://www.camplife.com/campground/Love%2527s+RV+Stop-Demotte+IN+394?utm_source=google&utm_medium=organic&utm_campaign=maps,A
1c31b655-b319-463e-aa9d-bde2d50faba1,Neighbors of Demotte Trails,rv_park,"306 Mallard Dr SE, De Motte, IN 46310, USA",De Motte,IN,46310,Jasper County,41.1897560,-87.1822640,OPERATIONAL,5.0,3,(219) 228-8222,,,Neighbors of Demotte Trails,business,"306 Mallard Dr SE, De Motte, IN 46310, USA",De Motte,IN,46310,,,,,,,,,(219) 228-8222,,,A
8e213766-4cee-4c75-ada1-a55c994abe95,Ponderosa Sun Club,rv_park,"10600 N 400 E, De Motte, IN 46310, USA",De Motte,IN,46310,Newton County,41.1541050,-87.3170690,OPERATIONAL,4.7,157,(219) 345-2268,http://www.ponderosasunclub.com/,,Ponderosa Sun Club,business,"10600 N 400 E, De Motte, IN 46310, USA",De Motte,IN,46310,,,,,,,,,(219) 345-2268,,http://www.ponderosasunclub.com/,A
ff6cee00-3923-4040-be0c-fecc1e46ac29,Wheelock Lake Campground,campground,"3622 E Co Rd 200 S, Dillsboro, IN 47018, USA",Dillsboro,IN,47018,Ripley County,39.0439643,-85.1918563,OPERATIONAL,3.8,70,(812) 487-3855,https://www.campwheelock.com/,,Wheelock Lake Campground,business,"3622 E Co Rd 200 S, Dillsboro, IN 47018, USA",Dillsboro,IN,47018,,,,,,,,,(812) 487-3855,,https://www.campwheelock.com/,A
736221bb-0777-416e-93fe-8dd183c91a3c,Greene Sullivan State Forest,campground,"2551 IN-159, Dugger, IN 47848, USA",Dugger,IN,47848,Sullivan County,39.0448610,-87.2591572,OPERATIONAL,4.3,37,(812) 648-2810,http://www.in.gov/dnr/forestry/4821.htm,,Greene Sullivan State Forest,business,"2551 IN-159, Dugger, IN 47848, USA",Dugger,IN,47848,,,,,,,,,(812) 648-2810,,http://www.in.gov/dnr/forestry/4821.htm,A
f0f5195e-c60e-444d-a1f8-a9b79b339ecc,Section 600 Camping,campground,"040423200008000015, Earl Park, IN 47942, USA",Earl Park,IN,47942,Benton County,40.6900439,-87.4158132,OPERATIONAL,5.0,4,,,,Section 600 Camping,business,"040423200008000015, Earl Park, IN 47942, USA",Earl Park,IN,47942,,,,,,,,,,,,B
86bcabed-68ad-442c-b7b7-c1891c80b59f,Eaton Mobile Home Community,rv_park,"Lot 43, 600 S Fort Wayne Ave, Eaton, IN 47338, USA",Eaton,IN,47338,Delaware County,40.3366059,-85.3460502,OPERATIONAL,3.5,32,(765) 399-5004,,,Eaton Mobile Home Community,business,"Lot 43, 600 S Fort Wayne Ave, Eaton, IN 47338, USA",Eaton,IN,47338,,,,,,,,,(765) 399-5004,,,A
04f6033e-3246-4872-a023-bce960bb6020,Patoka Lake Fisherman's Campground,campground,"Eckerty, IN 47116, USA",Eckerty,IN,47116,Dubois County,38.4046863,-86.6832068,OPERATIONAL,4.7,30,(812) 338-5589,https://www.in.gov/dnr/state-parks/parks-lakes/patoka-lake/,,Patoka Lake Fisherman's Campground,business,"Eckerty, IN 47116, USA",Eckerty,IN,47116,,,,,,,,,(812) 338-5589,,https://www.in.gov/dnr/state-parks/parks-lakes/patoka-lake/,A
bbb2c648-a819-4c87-9dcb-b0c29db595e5,Patoka Lake Modern Campground,campground,"Unnamed Road, Eckerty, IN 47116, USA",Eckerty,IN,47116,Orange County,38.4055129,-86.6535181,OPERATIONAL,4.8,189,(812) 685-2464,https://www.in.gov/dnr/state-parks/parks-lakes/patoka-lake/,,Patoka Lake Modern Campground,business,"Unnamed Road, Eckerty, IN 47116, USA",Eckerty,IN,47116,,,,,,,,,(812) 685-2464,,https://www.in.gov/dnr/state-parks/parks-lakes/patoka-lake/,A
668bfe32-cb4d-4edf-b64a-9394b37dd48b,Whitaker Campground Camp Atterbury,campground,"3008 Old Hospital Rd, Edinburgh, IN 46124, USA",Edinburgh,IN,46124,Johnson County,39.3548805,-86.0264106,OPERATIONAL,4.5,148,(812) 526-1128,https://www.atterburymuscatatuck.in.ng.mil/Home/MWR.aspx,,Whitaker Campground Camp Atterbury,business,"3008 Old Hospital Rd, Edinburgh, IN 46124, USA",Edinburgh,IN,46124,,,,,,,,,(812) 526-1128,,https://www.atterburymuscatatuck.in.ng.mil/Home/MWR.aspx,A
6371ed87-f1fa-4ef5-af0e-4934afc39359,Miles Landing Campground,rv_park,"10311 New Harmony Rd, Elberfeld, IN 47613, USA",Elberfeld,IN,47613,Warrick County,38.0974518,-87.4361632,OPERATIONAL,4.6,221,(812) 457-6447,http://mileslanding.online/,,Miles Landing Campground,business,"10311 New Harmony Rd, Elberfeld, IN 47613, USA",Elberfeld,IN,47613,,,,,,,,,(812) 457-6447,,http://mileslanding.online/,A
6dec1f39-7cdf-4090-b6eb-0a99ba1dbdef,Eco Lake Park,,"9300 State Hwy 7, Elizabethtown, IN 47232, USA",Elizabethtown,IN,47232,Jennings County,39.1225696,-85.7568955,OPERATIONAL,4.3,67,(812) 346-2953,https://jcparksrec.com/amenities.php,,Eco Lake Park,business,"9300 State Hwy 7, Elizabethtown, IN 47232, USA",Elizabethtown,IN,47232,,,,,,,,,(812) 346-2953,,https://jcparksrec.com/amenities.php,A
c5414dbc-b7a4-4098-b61e-6f5ba529c27d,Gassaway Lake Campground,campground,"9355 N Private Rd 875 W, Elizabethtown, IN 47232, USA",Elizabethtown,IN,47232,Jennings County,39.1195081,-85.7769595,OPERATIONAL,4.8,37,(812) 579-6305,,,Gassaway Lake Campground,business,"9355 N Private Rd 875 W, Elizabethtown, IN 47232, USA",Elizabethtown,IN,47232,,,,,,,,,(812) 579-6305,,,A
306b6908-6fab-49aa-964b-d691fec1716f,Elkhart Campground,campground,"25608 Co Rd 4, Elkhart, IN 46514, USA",Elkhart,IN,46514,Elkhart County,41.7380596,-85.9588991,OPERATIONAL,4.4,724,(574) 264-2914,https://elkhartcampground.com/,,Elkhart Campground,business,"25608 Co Rd 4, Elkhart, IN 46514, USA",Elkhart,IN,46514,,,,,,,,,(574) 264-2914,,https://elkhartcampground.com/,A
fb263283-9844-482d-aec4-7129a45fc590,Elkhart Mobile Home Park,rv_park,"29200 Co Rd 20, Elkhart, IN 46517, USA",Elkhart,IN,46517,Elkhart County,41.6585327,-86.0263794,OPERATIONAL,3.9,57,(574) 295-7625,http://elkhart-park.poi.place/,,Elkhart Mobile Home Park,business,"29200 Co Rd 20, Elkhart, IN 46517, USA",Elkhart,IN,46517,,,,,,,,,(574) 295-7625,,http://elkhart-park.poi.place/,A
cd9d63ac-4bca-4012-aa46-ac82e9721a7a,Parke Place Estates,rv_park,"2231 Osolo Rd, Elkhart, IN 46514, USA",Elkhart,IN,46514,Elkhart County,41.7147743,-85.9501987,OPERATIONAL,3.8,263,(574) 266-0825,https://www.umh.com/community/parke-place/?utm_source=GMBlisting&utm_medium=organic,,Parke Place Estates,business,"2231 Osolo Rd, Elkhart, IN 46514, USA",Elkhart,IN,46514,,,,,,,,,(574) 266-0825,,https://www.umh.com/community/parke-place/?utm_source=GMBlisting&utm_medium=organic,A
2923d6a1-51d1-46bd-8282-7c4344a970fe,Southwood Manufactured Home Community,rv_park,"1500 IN-37, Elwood, IN 46036, USA",Elwood,IN,46036,Madison County,40.2635681,-85.8203348,OPERATIONAL,3.5,63,(765) 552-9520,,,Southwood Manufactured Home Community,business,"1500 IN-37, Elwood, IN 46036, USA",Elwood,IN,46036,,,,,,,,,(765) 552-9520,,,A
67e62362-c442-42d9-a20a-a626726a6cb7,Sycamore Springs Park,rv_park,"717 W Tunnel Hill Rd, English, IN 47118, USA",English,IN,47118,Crawford County,38.3143990,-86.4802870,OPERATIONAL,4.8,361,(812) 338-3846,https://sycamorespringspark.com/,,Sycamore Springs Park,business,"717 W Tunnel Hill Rd, English, IN 47118, USA",English,IN,47118,,,,,,,,,(812) 338-3846,,https://sycamorespringspark.com/,A
0d835c6e-da28-420b-be6f-b761f76c0317,Etna Green Mobile Home Park,rv_park,"208 S Main St, Etna Green, IN 46524, USA",Etna Green,IN,46524,Kosciusko County,41.2754898,-86.0526046,OPERATIONAL,3.4,47,(574) 635-6080,https://knightscommunities.com/etna-green-indiana-etna-green-mobile-home-park/,,Etna Green Mobile Home Park,business,"208 S Main St, Etna Green, IN 46524, USA",Etna Green,IN,46524,,,,,,,,,(574) 635-6080,,https://knightscommunities.com/etna-green-indiana-etna-green-mobile-home-park/,A
bbb8ada8-8cbd-4f72-b14f-93a7d19c7968,Burdette Park,,"5301 Nurrenbern Rd, Evansville, IN 47712, USA",Evansville,IN,47712,Vanderburgh County,37.9426920,-87.6402103,OPERATIONAL,4.5,1866,(812) 435-5602,http://www.burdettepark.org/,,Burdette Park,business,"5301 Nurrenbern Rd, Evansville, IN 47712, USA",Evansville,IN,47712,,,,,,,,,(812) 435-5602,,http://www.burdettepark.org/,A
f5051563-a1c2-4724-b9b9-51979d3efd19,Carolina Pointe Mobile Home Park,rv_park,"2850 Carolina Ave, Evansville, IN 47710, USA",Evansville,IN,47710,Vanderburgh County,38.0058248,-87.5852604,OPERATIONAL,3.4,100,(812) 422-3076,https://yougotithomes.com/carolina-pointe/,,Carolina Pointe Mobile Home Park,business,"2850 Carolina Ave, Evansville, IN 47710, USA",Evansville,IN,47710,,,,,,,,,(812) 422-3076,,https://yougotithomes.com/carolina-pointe/,A
9f8df4ca-1934-4277-ad8a-64059e5d2910,Grandin pointe,rv_park,"1905 Evanston Dr, Evansville, IN 47720, USA",Evansville,IN,47720,Vanderburgh County,38.0321473,-87.5911992,OPERATIONAL,5.0,1,,,,Grandin pointe,business,"1905 Evanston Dr, Evansville, IN 47720, USA",Evansville,IN,47720,,,,,,,,,,,,B
808bd8e2-ff9b-4bc2-8fff-a7f1801a5dbb,Grandin Pointe Mobile Home Park,rv_park,"5901 N St Joseph Ave, Evansville, IN 47720, USA",Evansville,IN,47720,Vanderburgh County,38.0333690,-87.5984726,OPERATIONAL,3.1,270,(812) 423-2487,https://yougotithomes.com/community/grandin-pointe/,,Grandin Pointe Mobile Home Park,business,"5901 N St Joseph Ave, Evansville, IN 47720, USA",Evansville,IN,47720,,,,,,,,,(812) 423-2487,,https://yougotithomes.com/community/grandin-pointe/,A
6589746f-5cec-4aa0-bfa7-412f7c053b14,Madison Pointe Mobile Home Park,rv_park,"4400 Cox Ave, Evansville, IN 47712, USA",Evansville,IN,47712,Vanderburgh County,37.9751895,-87.6292714,OPERATIONAL,4.1,8,(812) 424-1424,https://yougotithomes.com/community/madison-pointe/,,Madison Pointe Mobile Home Park,business,"4400 Cox Ave, Evansville, IN 47712, USA",Evansville,IN,47712,,,,,,,,,(812) 424-1424,,https://yougotithomes.com/community/madison-pointe/,A
a29370a5-ea2d-474f-8524-ba039b16be66,Mill Creek Pointe Mobile Home Park,rv_park,"5320 Big 10 Blvd, Evansville, IN 47720, USA",Evansville,IN,47720,Vanderburgh County,38.0283735,-87.5908566,OPERATIONAL,3.9,92,(812) 421-1024,https://yougotithomes.com/community/mill-creek-pointe/,,Mill Creek Pointe Mobile Home Park,business,"5320 Big 10 Blvd, Evansville, IN 47720, USA",Evansville,IN,47720,,,,,,,,,(812) 421-1024,,https://yougotithomes.com/community/mill-creek-pointe/,A
f8b73a08-ed93-4ebb-860c-2bc357ac1ad4,Pleasant Ridge,,"4901 Pleasant Ridge Dr, Evansville, IN 47711, USA",Evansville,IN,47711,Vanderburgh County,38.0221674,-87.4960534,OPERATIONAL,3.0,22,(812) 909-1121,https://yescommunities.com/community/Pleasant-Ridge,,Pleasant Ridge,business,"4901 Pleasant Ridge Dr, Evansville, IN 47711, USA",Evansville,IN,47711,,,,,,,,,(812) 909-1121,,https://yescommunities.com/community/Pleasant-Ridge,A
7f1b4810-098a-4020-99df-c7e78570ce48,Rocky Falls Campground & RV Park,campground,"11901 Deer Run Dr, Evansville, IN 47712, USA",Evansville,IN,47712,Posey County,37.9512886,-87.7015453,OPERATIONAL,3.7,135,(812) 746-7907,http://rockyfallsrvpark.com/,,Rocky Falls Campground & RV Park,business,"11901 Deer Run Dr, Evansville, IN 47712, USA",Evansville,IN,47712,,,,,,,,,(812) 746-7907,,http://rockyfallsrvpark.com/,A
46c333c4-0efc-41e0-8981-432d34690fbc,Town & Country MHC,rv_park,"7301 Everglades Dr, Evansville, IN 47720, USA",Evansville,IN,47720,Vanderburgh County,38.0425033,-87.6761245,OPERATIONAL,3.8,45,(812) 213-4857,https://www.mhccapitalllc.com/community/town-country/,,Town & Country MHC,business,"7301 Everglades Dr, Evansville, IN 47720, USA",Evansville,IN,47720,,,,,,,,,(812) 213-4857,,https://www.mhccapitalllc.com/community/town-country/,A
c89af656-5cc2-445d-8e02-4eb65e458a0e,Trailer Park Oakhill,rv_park,"528 Underhill Ct, Evansville, IN 47711, USA",Evansville,IN,47711,Vanderburgh County,37.9826894,-87.5349579,OPERATIONAL,2.6,22,,,,Trailer Park Oakhill,business,"528 Underhill Ct, Evansville, IN 47711, USA",Evansville,IN,47711,,,,,,,,,,,,B
45e9fb91-2165-48ac-8068-5394dcdb7b4e,Twin Lakes Manufactured Home Community,rv_park,"216 Deer Run, Evansville, IN 47712, USA",Evansville,IN,47712,Posey County,37.9246647,-87.7040622,OPERATIONAL,4.0,224,(812) 985-5775,https://www.bayshorehomesales.com/communities/twinLakesIN?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB,,Twin Lakes Manufactured Home Community,business,"216 Deer Run, Evansville, IN 47712, USA",Evansville,IN,47712,,,,,,,,,(812) 985-5775,,https://www.bayshorehomesales.com/communities/twinLakesIN?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB,A
b7dcc967-f7b6-450a-a9dc-5a1acca430c0,Vanderburgh 4-H Campground,campground,"201 E Boonville-New Harmony Rd, Evansville, IN 47725, USA",Evansville,IN,47725,Vanderburgh County,38.0923813,-87.5627628,OPERATIONAL,4.7,3,(812) 867-6217,https://vanderburgh4hcenter.com/?page_id=25,,Vanderburgh 4-H Campground,business,"201 E Boonville-New Harmony Rd, Evansville, IN 47725, USA",Evansville,IN,47725,,,,,,,,,(812) 867-6217,,https://vanderburgh4hcenter.com/?page_id=25,A
88360fd9-ee07-4ca2-ab46-0a702d770398,Walker Pointe Mobile Home Park,rv_park,"2500 Nebraska Ave, Evansville, IN 47720, USA",Evansville,IN,47720,Vanderburgh County,38.0130474,-87.6022278,OPERATIONAL,4.4,5,(812) 424-1424,https://yougotithomes.com/community/walker-pointe/,,Walker Pointe Mobile Home Park,business,"2500 Nebraska Ave, Evansville, IN 47720, USA",Evansville,IN,47720,,,,,,,,,(812) 424-1424,,https://yougotithomes.com/community/walker-pointe/,A
cb56b671-ea61-4989-9c36-0641826e609e,Waterford Pointe Mobile Home Park,rv_park,"2448 Saw Grass Dr, Evansville, IN 47715, USA",Evansville,IN,47715,Vanderburgh County,37.9439918,-87.4724637,OPERATIONAL,4.2,154,(812) 477-3655,https://yougotithomes.com/community/waterford-pointe/,,Waterford Pointe Mobile Home Park,business,"2448 Saw Grass Dr, Evansville, IN 47715, USA",Evansville,IN,47715,,,,,,,,,(812) 477-3655,,https://yougotithomes.com/community/waterford-pointe/,A
995d2316-e95f-44f0-b47d-a6d5e3498513,Oak Lake RV Resort,rv_park,"5310 E 900 N, Fair Oaks, IN 47943, USA",Fair Oaks,IN,47943,Newton County,41.1300397,-87.2893970,OPERATIONAL,4.5,381,(219) 306-8223,https://www.oaklakervresort.com/,,Oak Lake RV Resort,business,"5310 E 900 N, Fair Oaks, IN 47943, USA",Fair Oaks,IN,47943,,,,,,,,,(219) 306-8223,,https://www.oaklakervresort.com/,A
8dea6a84-d906-4eb4-bac7-8ab4838d19ee,Creekside Mobile home park,rv_park,"6480 N London Rd, Fairland, IN 46126, USA",Fairland,IN,46126,Shelby County,39.6162935,-85.9214139,OPERATIONAL,3.6,9,(317) 418-6967,,,Creekside Mobile home park,business,"6480 N London Rd, Fairland, IN 46126, USA",Fairland,IN,46126,,,,,,,,,(317) 418-6967,,,A
87f30543-2a62-4451-898f-5aad5c3759e2,Countyline Mobile Home Park,rv_park,"311 Lockerbie Pl, Fairmount, IN 46928, USA",Fairmount,IN,46928,Grant County,40.3807045,-85.6539935,OPERATIONAL,2.7,50,(765) 536-9647,http://www.countylinemhp.com/,,Countyline Mobile Home Park,business,"311 Lockerbie Pl, Fairmount, IN 46928, USA",Fairmount,IN,46928,,,,,,,,,(765) 536-9647,,http://www.countylinemhp.com/,A
0547a995-53b1-4f8c-adb5-702f2e10e652,Fair Oaks Estates Mobile Home & RV Park,rv_park,"OFFICE, 1400 N Elm St Lot 37, Fairmount, IN 46928, USA",Fairmount,IN,46928,Grant County,40.4283997,-85.6442106,OPERATIONAL,2.4,17,(765) 948-3788,https://fairoaksmobilerv.com/,,Fair Oaks Estates Mobile Home & RV Park,business,"OFFICE, 1400 N Elm St Lot 37, Fairmount, IN 46928, USA",Fairmount,IN,46928,,,,,,,,,(765) 948-3788,,https://fairoaksmobilerv.com/,A
94dbfd53-eeac-4e2b-b497-e495695a06ae,Hidden Lake Resort,rv_park,"11460 Strawtown Pike, Fairmount, IN 46928, USA",Fairmount,IN,46928,Grant County,40.3876360,-85.7770180,OPERATIONAL,4.5,142,(765) 948-4862,http://www.hiddenlakesresort.net/,,Hidden Lake Resort,business,"11460 Strawtown Pike, Fairmount, IN 46928, USA",Fairmount,IN,46928,,,,,,,,,(765) 948-4862,,http://www.hiddenlakesresort.net/,A
387e386f-8203-40d1-ba8a-d3cf0e0aea27,Cedar Manor,rv_park,"633 W 9th St, Ferdinand, IN 47532, USA",Ferdinand,IN,47532,Dubois County,38.2258460,-86.8687940,OPERATIONAL,3.7,7,(812) 848-2800,http://dhpmanagement.com/,,Cedar Manor,business,"633 W 9th St, Ferdinand, IN 47532, USA",Ferdinand,IN,47532,,,,,,,,,(812) 848-2800,,http://dhpmanagement.com/,A
0493be90-d49e-4dff-b7d8-07b3c2df120b,Quarry Lake Campground,campground,"736 S Co Rd 825 E, Fillmore, IN 46128, USA",Fillmore,IN,46128,Putnam County,39.6491775,-86.7027088,OPERATIONAL,4.5,107,(765) 386-7332,,,Quarry Lake Campground,business,"736 S Co Rd 825 E, Fillmore, IN 46128, USA",Fillmore,IN,46128,,,,,,,,,(765) 386-7332,,,A
